Category,Message,cleaned_email
ham,idk keep saying youre since moved keep butting heads freedom vs responsibility im tired much shit deal im barely keeping together gets added,idk keep saying youre since moved keep butting heads freedom vs responsibility im tired much shit deal im barely keeping together gets added
ham,fuck cedar key fuck come anyway tho,fuck cedar key fuck come anyway tho
ham,twenty past five said train durham already coz reserved seat,twenty past five said train durham already coz reserved seat
spam,hey boys want hot xxx pics sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wcnxx
ham,u still painting ur wall,u still painting ur wall
spam,last chance claim ur 150 worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz 300 sub 16,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz sub
ham,printer cool mean groovy wine groovying,printer cool mean groovy wine groovying
ham,hi harishs rent transfred ur acnt,hi harishs rent transfred ur acnt
ham,anything lor coming,anything lor coming
ham,cbe really good nowadayslot shop showroomscity shaping good,cbe really good nowadayslot shop showroomscity shaping good
ham,ü still attending da talks,still attending da talks
ham,probs hon u doinat mo,probs hon u doinat mo
ham,k ill take care,k ill take care
ham,take didnt phone callon friday assume wont year,take didnt phone callon friday assume wont year
ham,battery low babe,battery low babe
ham,shuhui bought rons present swatch watch,shuhui bought rons present swatch watch
ham,yeah theres quite bit left ill swing tomorrow get,yeah theres quite bit left ill swing tomorrow get
ham,babe said 2 hours almost 4 internet,babe said hours almost internet
ham,k ill sure get noon see whats,k ill sure get noon see whats
ham,kkyesterday cbe,kkyesterday cbe
ham,went ganesh dress shop,went ganesh dress shop
spam,pdate_now double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl,pdatenow double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl
ham,ü collecting ur laptop going configure da settings izzit,collecting ur laptop going configure da settings izzit
ham,r home come within 5 min,r home come within min
ham,aight 8 latest probably closer 7 jay tyler two trips,aight latest probably closer jay tyler two trips
ham,come aftr ltdecimalgt cleaning house,come aftr ltdecimalgt cleaning house
spam,ur cashbalance currently 500 pounds maximize ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc po box tcrw
ham,bill letters im expecting one orange isnt bill may still say orange,bill letters im expecting one orange isnt bill may still say orange
ham,tell pa pain de,tell pa pain de
ham,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want 10 man gang bang,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang
ham,ha dont know either clever simple thing pears day perfect christmas,ha dont know either clever simple thing pears day perfect christmas
ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
ham,alrite,alrite
ham,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow
spam,urgent mobile number awarded 2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,urgent mobile number awarded prize guaranteed call land line claim valid hrs
ham,guys go see movies side,guys go see movies side
ham,sorryin meeting ill call later,sorryin meeting ill call later
ham,didnt tell thatnow im thinking plus hes going stop runs,didnt tell thatnow im thinking plus hes going stop runs
ham,kindly send one flat ltdecimalgt today,kindly send one flat ltdecimalgt today
spam,sorry u unsubscribe yet mob offer package min term 54 weeks pls resubmit request expiry reply themob help 4 info,sorry u unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info
ham,nothing lor bit bored dun u go home early 2 sleep today,nothing lor bit bored dun u go home early sleep today
ham,time tell friend around,time tell friend around
ham,yes fine love safe,yes fine love safe
ham,thanks chikku gud nyt,thanks chikku gud nyt
ham,xy ur car u picking,xy ur car u picking
ham,thanx 4 time weve spent 2geva bin mint ur baby want uxxxx,thanx time weve spent geva bin mint ur baby want uxxxx
ham,yo way could pick something tonight,yo way could pick something tonight
ham,ive sent send,ive sent send
ham,fine simply sitting,fine simply sitting
ham,thts gods gift birds humans hav natural gift frm god,thts gods gift birds humans hav natural gift frm god
ham,coming day class,coming day class
ham,im done studyn library,im done studyn library
ham,ok u enjoy ur shows,ok u enjoy ur shows
ham,anything,anything
ham,wuld without baby thought alone mite break dont wan na go crazy everyboy needs lady xxxxxxxx,wuld without baby thought alone mite break dont wan na go crazy everyboy needs lady xxxxxxxx
ham,wats dear sleeping ah,wats dear sleeping ah
ham,hi test ltgt rd,hi test ltgt rd
ham,2 students solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got answr,students solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr
ham,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody 4 loko night,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night
ham,yup n fren lor im meeting fren 730,yup n fren lor im meeting fren
ham,yeah got one lined us,yeah got one lined us
ham,stop wondering wow ever going stop tming tm whenever want mine laughs,stop wondering wow ever going stop tming tm whenever want mine laughs
ham,lol yep yesterday already got fireplace another icon sitting,lol yep yesterday already got fireplace another icon sitting
ham,hey ive booked pilates yoga lesson already haha,hey ive booked pilates yoga lesson already haha
ham,ok happen behave like,ok happen behave like
spam,1 new message please call 08712400200,new message please call
ham,supervisor find 4 one lor thk students havent ask yet tell u aft ask,supervisor find one lor thk students havent ask yet tell u aft ask
ham,hello news job making wait fifth week yeah im woozles weasels exeter still home 3,hello news job making wait fifth week yeah im woozles weasels exeter still home
ham,messageno responcewhat happend,messageno responcewhat happend
spam,currently message awaiting collection collect message call 08718723815,currently message awaiting collection collect message call
ham,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe
ham,make 3 4 fucks sake x,make fucks sake x
ham,leave u always ignorant,leave u always ignorant
ham,nope ill b going 2 sch fri quite early lor cos mys sis got paper da morn,nope ill b going sch fri quite early lor cos mys sis got paper da morn
ham,bruce b downs amp fletcher,bruce b downs amp fletcher
ham,said would woke,said would woke
ham,hey free call,hey free call
ham,tell whos pls,tell whos pls
spam,urgent mobile awarded 1500 bonus caller prize 27603 final attempt 2 contact u call 08714714011,urgent mobile awarded bonus caller prize final attempt contact u call
ham,think might give miss teaching til twelve lecture two damn working thing,think might give miss teaching til twelve lecture two damn working thing
ham,id check theres like 1 bowls worth left,id check theres like bowls worth left
ham,yes many sweets,yes many sweets
ham,would im still cozy exhausted last nightnobody went school work everything closed,would im still cozy exhausted last nightnobody went school work everything closed
spam,u secret admirer reveal thinks u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care
ham,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
ham,sir send group mail check,sir send group mail check
ham,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt 7 n half pages,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages
ham,nonenowhere ikno doesdiscountshitinnit,nonenowhere ikno doesdiscountshitinnit
ham,dont know jabo abi,dont know jabo abi
spam,ever notice youre driving anyone going slower idiot everyone driving faster maniac,ever notice youre driving anyone going slower idiot everyone driving faster maniac
ham,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane
